date,hour,link,token,price,title,description
2024-06-24,10:28:29,https://www.yad2.co.il/realestate/item/wwq3lvqk?opened-from=feed&component-type=main_feed&spot=platinum&location=1&pagination=121,wwq3lvqk,"3,950,000 ₪","ישורון
דירה, הוד השרון
5 חדרים • קומה 3 • 131 מ״ר","דירה, הוד השרון"
2024-06-24,10:28:29,https://www.yad2.co.il/realestate/item/ad123chs?opened-from=feed&component-type=main_feed&spot=platinum&location=2&pagination=121,ad123chs,"2,250,000 ₪","דרך ירושלים
דירה, קרית עקרון
3.5 חדרים • קומה 1 • 80 מ״ר","דירה, קרית עקרון"
2024-06-24,10:28:29,https://www.yad2.co.il/realestate/item/w86y6onl?opened-from=feed&component-type=main_feed&spot=platinum&location=3&pagination=121,w86y6onl,"3,490,000 ₪","דרך מנחם בגין
דירה, גני שרונה, קרית הממשלה, תל אביב יפו
3 חדרים • קומה 25 • 90 מ״ר","דירה, גני שרונה, קרית הממשלה, תל אביב יפו"
2024-06-24,10:28:30,https://www.yad2.co.il/realestate/item/qw4jywna?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=121,qw4jywna,"2,990,000 ₪","יעקב בן סירא 3
דירה, הרקפות, ראשון לציון
4.5 חדרים • קומה 3 • 106 מ״ר","דירה, הרקפות, ראשון לציון"
2024-06-24,10:28:30,https://www.yad2.co.il/realestate/item/e4c1z1yt?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=121,e4c1z1yt,"2,700,000 ₪","ז'בוטינסקי 13
דירה, עצמאות יוספטל, בת ים
3 חדרים • קומה 3 • 95 מ״ר","דירה, עצמאות יוספטל, בת ים"
2024-06-24,10:28:30,https://www.yad2.co.il/realestate/item/ywh8xcgj?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=121,ywh8xcgj,"5,100,000 ₪","השלדג 4
בית פרטי/ קוטג', גבעת אולגה, חדרה
5 חדרים • קומה קרקע • 400 מ״ר","בית פרטי/ קוטג', גבעת אולגה, חדרה"
2024-06-24,10:28:30,https://www.yad2.co.il/realestate/item/wxiue5d2?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=121,wxiue5d2,"1,670,000 ₪","גיורא יוספטל 11
דירה, גיורא, רמלה
4 חדרים • קומה 3 • 85 מ״ר","דירה, גיורא, רמלה"
2024-06-24,10:28:31,https://www.yad2.co.il/realestate/item/zfwhjtpm?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=121,zfwhjtpm,"2,850,000 ₪","רעות 27
דירה, מגדיאל, הוד השרון
3 חדרים • קומה 3 • 75 מ״ר","דירה, מגדיאל, הוד השרון"
2024-06-24,10:28:31,https://www.yad2.co.il/realestate/item/76f8a7y8?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=121,76f8a7y8,לא צוין מחיר,"ישראל רוקח 13
דירה, שכונה י""א, באר שבע
3.5 חדרים • קומה 5 • 84 מ״ר","דירה, שכונה י""א, באר שבע"
2024-06-24,10:28:31,https://www.yad2.co.il/realestate/item/6ufbbufn?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=121,6ufbbufn,"5,250,000 ₪","ערבי נחל 5
דירה, סיטי, גבעתיים
5 חדרים • קומה 23 • 125 מ״ר","דירה, סיטי, גבעתיים"
2024-06-24,10:28:32,https://www.yad2.co.il/realestate/item/8yxm2jlz?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=121,8yxm2jlz,"1,180,000 ₪","אריאל שרון 1
מגרשים, נווה שרון / שער העיר, נתיבות
קומה קרקע • 375 מ״ר","מגרשים, נווה שרון / שער העיר, נתיבות"
2024-06-24,10:28:32,https://www.yad2.co.il/realestate/item/xqygap2b?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=121,xqygap2b,"2,050,000 ₪","גדיש 21
דירת גן, עזרא, הארגזים, תל אביב יפו
3 חדרים • קומה קרקע • 76 מ״ר","דירת גן, עזרא, הארגזים, תל אביב יפו"
2024-06-24,10:28:32,https://www.yad2.co.il/realestate/item/a7xmuid1?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=121,a7xmuid1,"1,990,000 ₪","רמב""ם 27
דירה, מרכז העיר, חדרה
4 חדרים • קומה 1 • 137 מ״ר","דירה, מרכז העיר, חדרה"
