date,hour,link,token,price,title,description
2024-06-24,10:31:48,https://www.yad2.co.il/realestate/item/5xnp1v6n?opened-from=feed&component-type=main_feed&spot=platinum&location=1&pagination=407,5xnp1v6n,"2,950,000 ₪","בארי
דירת גן, בית וקאנטרי, גיורא יוספטל, גבעת שמואל
5 חדרים • קומה קרקע • 100 מ״ר","דירת גן, בית וקאנטרי, גיורא יוספטל, גבעת שמואל"
2024-06-24,10:31:48,https://www.yad2.co.il/realestate/item/ad123chs?opened-from=feed&component-type=main_feed&spot=platinum&location=2&pagination=407,ad123chs,"2,250,000 ₪","דרך ירושלים
דירה, קרית עקרון
3.5 חדרים • קומה 1 • 80 מ״ר","דירה, קרית עקרון"
2024-06-24,10:31:49,https://www.yad2.co.il/realestate/item/az30k9kp?opened-from=feed&component-type=main_feed&spot=platinum&location=3&pagination=407,az30k9kp,"4,300,000 ₪","דירה, תל אביב יפו
4 חדרים • קומה 6 • 107 מ״ר","דירה, תל אביב יפו"
2024-06-24,10:31:50,https://www.yad2.co.il/realestate/item/w3i0cixc?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=407,w3i0cixc,"3,250,000 ₪","בית פרטי/ קוטג', מבועים
5 חדרים • קומה קרקע • 260 מ״ר","בית פרטי/ קוטג', מבועים"
2024-06-24,10:31:50,https://www.yad2.co.il/realestate/item/2r9npcs2?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=407,2r9npcs2,"2,230,000 ₪","החלוץ 4
דירה, רמלה
5 חדרים • קומה 2 • 128 מ״ר","דירה, רמלה"
2024-06-24,10:31:50,https://www.yad2.co.il/realestate/item/kymzqx5c?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=407,kymzqx5c,"1,390,000 ₪","משעול חנקין
דירת גן, שדרות
4 חדרים • קומה קרקע • 117 מ״ר","דירת גן, שדרות"
2024-06-24,10:31:50,https://www.yad2.co.il/realestate/item/2316b1go?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=407,2316b1go,"2,670,000 ₪","רובע י""א
דירה, רובע י""א, אשדוד
5 חדרים • קומה 4 • 134 מ״ר","דירה, רובע י""א, אשדוד"
2024-06-24,10:31:51,https://www.yad2.co.il/realestate/item/z981q7vx?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=407,z981q7vx,"799,000 ₪","השופטים 23
מחסן, הצפון הישן - דרום, תל אביב יפו
קומה קרקע • 23 מ״ר","מחסן, הצפון הישן - דרום, תל אביב יפו"
2024-06-24,10:31:51,https://www.yad2.co.il/realestate/item/6y4ae5q5?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=407,6y4ae5q5,"7,900,000 ₪","מרינה
דירה, מרינה, הרצליה
2 חדרים • קומה 11 • 124 מ״ר","דירה, מרינה, הרצליה"
2024-06-24,10:31:52,https://www.yad2.co.il/realestate/item/maedy80n?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=407,maedy80n,"2,950,000 ₪","אביגיל 14
דירה, חרוזים, רמת גן
3 חדרים • קומה 3 • 72 מ״ר","דירה, חרוזים, רמת גן"
2024-06-24,10:31:52,https://www.yad2.co.il/realestate/item/qtcd1gcc?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=407,qtcd1gcc,לא צוין מחיר,"עין גנים
דופלקס, עין גנים, פתח תקווה
6 חדרים • קומה 6 • 172 מ״ר","דופלקס, עין גנים, פתח תקווה"
2024-06-24,10:31:53,https://www.yad2.co.il/realestate/item/264l6xav?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=407,264l6xav,"5,900,000 ₪","בורוכוב
בית פרטי/ קוטג', הרצליה
4 חדרים • קומה קרקע • 500 מ״ר","בית פרטי/ קוטג', הרצליה"
