date,hour,link,token,price,title,description
2024-06-24,10:27:56,https://www.yad2.co.il/realestate/item/n909l4v1?opened-from=feed&component-type=main_feed&spot=platinum&location=1&pagination=40,n909l4v1,"3,690,000 ₪","דירה, רמת גן
3.5 חדרים • קומה 3 • 110 מ״ר","דירה, רמת גן"
2024-06-24,10:27:56,https://www.yad2.co.il/realestate/item/rheiini5?opened-from=feed&component-type=main_feed&spot=platinum&location=2&pagination=40,rheiini5,"1,840,000 ₪","דירה, אור עקיבא
3 חדרים • קומה 4 • 92 מ״ר","דירה, אור עקיבא"
2024-06-24,10:27:56,https://www.yad2.co.il/realestate/item/k4i6nigo?opened-from=feed&component-type=main_feed&spot=platinum&location=3&pagination=40,k4i6nigo,"1,266,000 ₪","הקיקיון 2
דירה, אפרידר, אשקלון
4 חדרים • קומה 2 • 86 מ״ר","דירה, אפרידר, אשקלון"
2024-06-24,10:27:56,https://www.yad2.co.il/realestate/item/959i4hg4?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=40,959i4hg4,"1,990,000 ₪","טבריה 27
דירה, הר שלום, בני ברק
3 חדרים • קומה 3 • 68 מ״ר","דירה, הר שלום, בני ברק"
2024-06-24,10:27:56,https://www.yad2.co.il/realestate/item/oobrbqag?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=40,oobrbqag,"1,100,000 ₪","מגרשים, חולון
קומה קרקע • 177 מ״ר","מגרשים, חולון"
2024-06-24,10:27:56,https://www.yad2.co.il/realestate/item/bu6xk25u?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=40,bu6xk25u,"1,090,000 ₪","וינגייט 51
דירה, שכונה ג', באר שבע
3 חדרים • קומה 2 • 70 מ״ר","דירה, שכונה ג', באר שבע"
2024-06-24,10:27:56,https://www.yad2.co.il/realestate/item/iz2b07ix?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=40,iz2b07ix,"3,290,000 ₪","דב שילנסקי 4
דירה, קרית נורדאו, נתניה
5 חדרים • קומה 12 • 143 מ״ר","דירה, קרית נורדאו, נתניה"
2024-06-24,10:27:57,https://www.yad2.co.il/realestate/item/vrq8a1ta?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=40,vrq8a1ta,"2,630,000 ₪","קהילות יעקב 6
דירה, הדר גנים, פתח תקווה
4 חדרים • קומה 3 • 98 מ״ר","דירה, הדר גנים, פתח תקווה"
2024-06-24,10:27:57,https://www.yad2.co.il/realestate/item/1rbi8ao1?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=40,1rbi8ao1,"3,000,000 ₪","איילת השחר 3
בית פרטי/ קוטג', נווה זאב, נאות אילן, באר שבע
6 חדרים • קומה 1 • 340 מ״ר","בית פרטי/ קוטג', נווה זאב, נאות אילן, באר שבע"
2024-06-24,10:27:57,https://www.yad2.co.il/realestate/item/j56gorcd?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=40,j56gorcd,"2,150,000 ₪","מעפילי אגוז 10
דירה, קרית דוד, רחובות
3 חדרים • קומה 4 • 84 מ״ר","דירה, קרית דוד, רחובות"
2024-06-24,10:27:57,https://www.yad2.co.il/realestate/item/grw76bwj?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=40,grw76bwj,"2,170,000 ₪","אריה עוזר 16
דירה, אפרידר, אשקלון
5 חדרים • קומה 4 • 135 מ״ר","דירה, אפרידר, אשקלון"
2024-06-24,10:27:57,https://www.yad2.co.il/realestate/item/f448ky4t?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=40,f448ky4t,"1,720,000 ₪","משה רבנו 12
דירה, אחיסמך, לוד
3 חדרים • קומה 8 • 95 מ״ר","דירה, אחיסמך, לוד"
